album_name,track_title,track_n,lyric,line
midnights,Lavender Haze,1,(Meet me at midnight),1
midnights,Lavender Haze,1,"(Oh, oh, oh)",2
midnights,Lavender Haze,1,"(Oh, oh, oh)",3
midnights,Lavender Haze,1,"(Oh, oh, oh)",4
midnights,Lavender Haze,1,"(Woah, woah, woah, woah, woah)",5
midnights,Lavender Haze,1,Staring at the ceiling with you,6
midnights,Lavender Haze,1,"Oh, you don't ever say too much",7
midnights,Lavender Haze,1,And you don't really read into,8
midnights,Lavender Haze,1,My melancholia,9
midnights,Lavender Haze,1,"I been under scrutiny (yeah, oh, yeah)",10
midnights,Lavender Haze,1,"You handle it beautifully (yeah, oh, yeah)",11
midnights,Lavender Haze,1,"All this shit is new to me (yeah, oh, yeah)",12
midnights,Lavender Haze,1,I feel the lavender haze creeping up on me,13
midnights,Lavender Haze,1,Surreal,14
midnights,Lavender Haze,1,I'm damned if I do give a damn what people say,15
midnights,Lavender Haze,1,No deal,16
midnights,Lavender Haze,1,The 1950s shit they want from me,17
midnights,Lavender Haze,1,I just wanna stay in that lavender haze,18
midnights,Lavender Haze,1,"(Oh, oh, oh)",19
midnights,Lavender Haze,1,"(Oh, oh, oh)",20
midnights,Lavender Haze,1,"(Woah, woah, woah, woah, woah)",21
midnights,Lavender Haze,1,All they keep asking me (all they keep asking me),22
midnights,Lavender Haze,1,Is if I'm gonna be your bride,23
midnights,Lavender Haze,1,The only kind of girl they see (the only kind of girl they see),24
midnights,Lavender Haze,1,Is a one-night or a wife,25
midnights,Lavender Haze,1,"I find it dizzying (yeah, oh, yeah)",26
midnights,Lavender Haze,1,"They're bringing up my history (yeah, oh, yeah)",27
midnights,Lavender Haze,1,"But you weren't even listening (yeah, oh, yeah)",28
midnights,Lavender Haze,1,I feel the lavender haze creeping up on me,29
midnights,Lavender Haze,1,Surreal,30
midnights,Lavender Haze,1,I'm damned if I do give a damn what people say,31
midnights,Lavender Haze,1,No deal,32
midnights,Lavender Haze,1,The 1950s shit they want from me,33
midnights,Lavender Haze,1,I just wanna stay in that lavender haze,34
midnights,Lavender Haze,1,"(Oh, oh, oh)",35
midnights,Lavender Haze,1,"The lavender haze (oh, oh, oh)",36
midnights,Lavender Haze,1,"(Woah, woah, woah, woah, woah)",37
midnights,Lavender Haze,1,"Talk your talk and go viral (oh, oh, oh)",38
midnights,Lavender Haze,1,"I just need this love spiral (oh, oh, oh)",39
midnights,Lavender Haze,1,"Get it off your chest (woah, woah, woah, woah)",40
midnights,Lavender Haze,1,Get it off my desk (get it off my desk),41
midnights,Lavender Haze,1,"Talk your talk and go viral (oh, oh, oh)",42
midnights,Lavender Haze,1,"I just need this love spiral (oh, oh, oh)",43
midnights,Lavender Haze,1,Get it off your chest,44
midnights,Lavender Haze,1,Get it off my desk,45
midnights,Lavender Haze,1,I feel the lavender haze creeping up on me (I feel),46
midnights,Lavender Haze,1,Surreal,47
midnights,Lavender Haze,1,I'm damned if I do give a damn what people say,48
midnights,Lavender Haze,1,No deal (no deal),49
midnights,Lavender Haze,1,The 1950s shit they want from me,50
midnights,Lavender Haze,1,"I just wanna stay in that lavender haze (oh, oh)",51
midnights,Lavender Haze,1,"(Oh, oh, oh)",52
midnights,Lavender Haze,1,"(Oh, oh, oh)",53
midnights,Lavender Haze,1,"Get it off your chest (woah, woah, woah, woah)",54
midnights,Lavender Haze,1,Get it off my desk,55
midnights,Lavender Haze,1,"The lavender haze (oh, oh, oh)",56
midnights,Lavender Haze,1,"I just wanna stay (oh, oh, oh)",57
midnights,Lavender Haze,1,I just wanna stay in that lavender haze,58
midnights,Maroon,2,When the morning came,1
midnights,Maroon,2,We were cleaning incense off your vinyl shelf,2
midnights,Maroon,2,'Cause we lost track of time again,3
midnights,Maroon,2,Laughing with my feet in your lap,4
midnights,Maroon,2,Like you were my closest friend,5
midnights,Maroon,2,"How'd we end up on the floor, anyway?",6
midnights,Maroon,2,"You say: Your roommate's cheap-ass screw-top rosé, that's how",7
midnights,Maroon,2,I see you every day now,8
midnights,Maroon,2,And I chose you,9
midnights,Maroon,2,The one I was dancing with,10
midnights,Maroon,2,"In New York, no shoes",11
midnights,Maroon,2,Looked up at the sky and it was,12
midnights,Maroon,2,The burgundy on my t-shirt,13
midnights,Maroon,2,When you splashed your wine into me,14
midnights,Maroon,2,And how the blood rushed into my cheeks,15
midnights,Maroon,2,"So scarlet, it was",16
midnights,Maroon,2,The mark they saw on my collarbone,17
midnights,Maroon,2,The rust that grew between telephones,18
midnights,Maroon,2,The lips I used to call home,19
midnights,Maroon,2,"So scarlet, it was maroon",20
midnights,Maroon,2,When the silence came,21
midnights,Maroon,2,"We were shaking, blind and hazy",22
midnights,Maroon,2,How the hell did we lose sight of us again?,23
midnights,Maroon,2,Sobbing with your head in your hands,24
midnights,Maroon,2,Ain't that the way shit always ends?,25
midnights,Maroon,2,You were standing hollow-eyed in the hallway,26
midnights,Maroon,2,"Carnations you had thought were roses, that's us",27
midnights,Maroon,2,"I feel you, no matter what",28
midnights,Maroon,2,The rubies that I gave up,29
midnights,Maroon,2,And I lost you,30
midnights,Maroon,2,The one I was dancing with,31
midnights,Maroon,2,"In New York, no shoes",32
midnights,Maroon,2,Looked up at the sky and it was maroon,33
midnights,Maroon,2,The burgundy on my t-shirt,34
midnights,Maroon,2,When you splashed your wine into me,35
midnights,Maroon,2,And how the blood rushed into my cheeks,36
midnights,Maroon,2,"So scarlet, it was (maroon)",37
midnights,Maroon,2,The mark they saw on my collarbone,38
midnights,Maroon,2,The rust that grew between telephones,39
midnights,Maroon,2,The lips I used to call home,40
midnights,Maroon,2,"So scarlet, it was (maroon)",41
midnights,Maroon,2,And I wake with your memory over me,42
midnights,Maroon,2,"That's a real fucking legacy, legacy (it was maroon)",43
midnights,Maroon,2,And I wake with your memory over me,44
midnights,Maroon,2,That's a real fucking legacy to leave,45
midnights,Maroon,2,The burgundy on my t-shirt,46
midnights,Maroon,2,When you splashed your wine into me,47
midnights,Maroon,2,And how the blood rushed into my cheeks,48
midnights,Maroon,2,"So scarlet, it was maroon",49
midnights,Maroon,2,The mark they saw on my collarbone,50
midnights,Maroon,2,The rust that grew between telephones,51
midnights,Maroon,2,The lips I used to call home,52
midnights,Maroon,2,"So scarlet, it was maroon",53
midnights,Maroon,2,It was maroon,54
midnights,Maroon,2,It was maroon,55
midnights,Anti-Hero,3,"I have this thing where I get older, but just never wiser",1
midnights,Anti-Hero,3,Midnights become my afternoons,2
midnights,Anti-Hero,3,When my depression works the graveyard shift,3
midnights,Anti-Hero,3,All of the people I've ghosted stand there in the room,4
midnights,Anti-Hero,3,I should not be left to my own devices,5
midnights,Anti-Hero,3,They come with prices and vices,6
midnights,Anti-Hero,3,I end up in crisis,7
midnights,Anti-Hero,3,(Tale as old as time),8
midnights,Anti-Hero,3,I wake up screaming from dreaming,9
midnights,Anti-Hero,3,One day I'll watch as you're leaving,10
midnights,Anti-Hero,3,'Cause you got tired of my scheming,11
midnights,Anti-Hero,3,(For the last time),12
midnights,Anti-Hero,3,"It's me, hi, I'm the problem, it's me",13
midnights,Anti-Hero,3,"At teatime, everybody agrees",14
midnights,Anti-Hero,3,"I'll stare directly at the Sun, but never in the mirror",15
midnights,Anti-Hero,3,It must be exhausting always rooting for the anti-hero,16
midnights,Anti-Hero,3,Sometimes I feel like everybody is a sexy baby,17
midnights,Anti-Hero,3,And I'm a monster on the hill,18
midnights,Anti-Hero,3,"Too big to hang out, slowly lurching toward your favorite city",19
midnights,Anti-Hero,3,"Pierced through the heart, but never killed",20
midnights,Anti-Hero,3,Did you hear my covert narcissism,21
midnights,Anti-Hero,3,Lightly disguised as altruism,22
midnights,Anti-Hero,3,Like some kind of congressman?,23
midnights,Anti-Hero,3,(Tale as old as time),24
midnights,Anti-Hero,3,I wake up screaming from dreaming,25
midnights,Anti-Hero,3,One day I'll watch as you're leaving,26
midnights,Anti-Hero,3,And life will lose all of its meaning,27
midnights,Anti-Hero,3,(For the last time),28
midnights,Anti-Hero,3,"It's me, hi, I'm the problem, it's me (I'm the problem, it's me)",29
midnights,Anti-Hero,3,"At teatime, everybody agrees",30
midnights,Anti-Hero,3,"I'll stare directly at the Sun, but never in the mirror",31
midnights,Anti-Hero,3,"It must be exhausting, always rooting for the anti-hero",32
midnights,Anti-Hero,3,I have this dream my daughter-in-law kills me for the money,33
midnights,Anti-Hero,3,She thinks I left them in the will,34
midnights,Anti-Hero,3,The family gathers around and reads it and someone screams out,35
midnights,Anti-Hero,3,She's laughing up at us from hell,36
midnights,Anti-Hero,3,"It's me, hi, I'm the problem, it's me",37
midnights,Anti-Hero,3,"It's me, hi, I'm the problem, it's me",38
midnights,Anti-Hero,3,"It's me, hi, everybody agrees, everybody agrees",39
midnights,Anti-Hero,3,"It's me, hi, I'm the problem, it's me (I'm the problem, it's me)",40
midnights,Anti-Hero,3,"At teatime, everybody agrees (everybody agrees)",41
midnights,Anti-Hero,3,"I'll stare directly at the Sun, but never in the mirror",42
midnights,Anti-Hero,3,"It must be exhausting, always rooting for the anti-hero",43
midnights,Snow On The Beach (feat. Lana Del Rey),4,"One night, a few Moons ago",1
midnights,Snow On The Beach (feat. Lana Del Rey),4,I saw flecks of what could've been lights,2
midnights,Snow On The Beach (feat. Lana Del Rey),4,But it might just have been you,3
midnights,Snow On The Beach (feat. Lana Del Rey),4,Passing by unbeknownst to me,4
midnights,Snow On The Beach (feat. Lana Del Rey),4,Life is emotionally abusive,5
midnights,Snow On The Beach (feat. Lana Del Rey),4,And time can't stop me quite like you did,6
midnights,Snow On The Beach (feat. Lana Del Rey),4,"And my flight was awful, thanks for asking",7
midnights,Snow On The Beach (feat. Lana Del Rey),4,"I'm unglued, thanks to you",8
midnights,Snow On The Beach (feat. Lana Del Rey),4,And it's like snow at the beach,9
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Weird, but fucking beautiful",10
midnights,Snow On The Beach (feat. Lana Del Rey),4,Flying in a dream,11
midnights,Snow On The Beach (feat. Lana Del Rey),4,Stars by the pocketful,12
midnights,Snow On The Beach (feat. Lana Del Rey),4,You wanting me,13
midnights,Snow On The Beach (feat. Lana Del Rey),4,Tonight feels impossible,14
midnights,Snow On The Beach (feat. Lana Del Rey),4,But it's coming down,15
midnights,Snow On The Beach (feat. Lana Del Rey),4,"No sound, it's all around",16
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,17
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,18
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,19
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Like snow, ah",20
midnights,Snow On The Beach (feat. Lana Del Rey),4,This scene feels like what I once saw on a screen,21
midnights,Snow On The Beach (feat. Lana Del Rey),4,I searched: Aurora borealis green,22
midnights,Snow On The Beach (feat. Lana Del Rey),4,I've never seen someone lit from within,23
midnights,Snow On The Beach (feat. Lana Del Rey),4,Blurring out my periphery,24
midnights,Snow On The Beach (feat. Lana Del Rey),4,My smile is like I won a contest,25
midnights,Snow On The Beach (feat. Lana Del Rey),4,And to hide that would be so dishonest,26
midnights,Snow On The Beach (feat. Lana Del Rey),4,And it's fine to fake it till you make it,27
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Till you do, till it's true",28
midnights,Snow On The Beach (feat. Lana Del Rey),4,Now it's like snow at the beach,29
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Weird, but fucking beautiful",30
midnights,Snow On The Beach (feat. Lana Del Rey),4,Flying in a dream,31
midnights,Snow On The Beach (feat. Lana Del Rey),4,Stars by the pocketful,32
midnights,Snow On The Beach (feat. Lana Del Rey),4,You wanting me,33
midnights,Snow On The Beach (feat. Lana Del Rey),4,Tonight feels impossible,34
midnights,Snow On The Beach (feat. Lana Del Rey),4,But it's coming down,35
midnights,Snow On The Beach (feat. Lana Del Rey),4,"No sound, it's all around",36
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,37
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,38
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,39
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Like snow, ah",40
midnights,Snow On The Beach (feat. Lana Del Rey),4,"I (I) can't (can't) speak, afraid to jinx it",41
midnights,Snow On The Beach (feat. Lana Del Rey),4,I (I) don't (don't) even dare to wish it,42
midnights,Snow On The Beach (feat. Lana Del Rey),4,But your eyes are flying saucers from another planet,43
midnights,Snow On The Beach (feat. Lana Del Rey),4,Now I'm all for you like Janet,44
midnights,Snow On The Beach (feat. Lana Del Rey),4,Can this be a real thing? Can it?,45
midnights,Snow On The Beach (feat. Lana Del Rey),4,Are we falling like snow at the beach? (Snow at the beach),46
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Weird, but fucking beautiful",47
midnights,Snow On The Beach (feat. Lana Del Rey),4,Flying in a dream (flying in a dream),48
midnights,Snow On The Beach (feat. Lana Del Rey),4,Stars by the pocketful,49
midnights,Snow On The Beach (feat. Lana Del Rey),4,You wanting me (you wanting me),50
midnights,Snow On The Beach (feat. Lana Del Rey),4,Tonight feels impossible,51
midnights,Snow On The Beach (feat. Lana Del Rey),4,But it's coming down,52
midnights,Snow On The Beach (feat. Lana Del Rey),4,"No sound, it's all around",53
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach (snow on the beach),54
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach (snow on the beach),55
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach (snow on the beach),56
midnights,Snow On The Beach (feat. Lana Del Rey),4,"Like snow, ah",57
midnights,Snow On The Beach (feat. Lana Del Rey),4,It's coming down,58
midnights,Snow On The Beach (feat. Lana Del Rey),4,"No sound, it's all around",59
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,60
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",61
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",62
midnights,Snow On The Beach (feat. Lana Del Rey),4,Like snow on the beach,63
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",64
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",65
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",66
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",67
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",68
midnights,Snow On The Beach (feat. Lana Del Rey),4,"(It's coming down, it's coming down)",69
midnights,"You're On Your Own, Kid",5,"Summer went away, still, the yearning stays",1
midnights,"You're On Your Own, Kid",5,I play it cool with the best of them,2
midnights,"You're On Your Own, Kid",5,"I wait patiently, he's gonna notice me",3
midnights,"You're On Your Own, Kid",5,"It's okay, we're the best of friends",4
midnights,"You're On Your Own, Kid",5,Anyway,5
midnights,"You're On Your Own, Kid",5,"I hear it in your voice, you're smoking with your boys",6
midnights,"You're On Your Own, Kid",5,I touch my phone as if it's your face,7
midnights,"You're On Your Own, Kid",5,"I didn't choose this town, I dream of getting out",8
midnights,"You're On Your Own, Kid",5,There's just one who could make me stay,9
midnights,"You're On Your Own, Kid",5,All my days,10
midnights,"You're On Your Own, Kid",5,From sprinkler splashes to fireplace ashes,11
midnights,"You're On Your Own, Kid",5,I waited ages to see you there,12
midnights,"You're On Your Own, Kid",5,I searched the party of better bodies,13
midnights,"You're On Your Own, Kid",5,Just to learn that you never cared,14
midnights,"You're On Your Own, Kid",5,"You're on your own, kid",15
midnights,"You're On Your Own, Kid",5,You always have been,16
midnights,"You're On Your Own, Kid",5,"I see the great escape, so long, Daisy Mae",17
midnights,"You're On Your Own, Kid",5,"I picked the petals, he loves me not",18
midnights,"You're On Your Own, Kid",5,"Something different bloomed, writing in my room",19
midnights,"You're On Your Own, Kid",5,I play my songs in the parking lot,20
midnights,"You're On Your Own, Kid",5,I'll run away,21
midnights,"You're On Your Own, Kid",5,From sprinkler splashes to fireplace ashes,22
midnights,"You're On Your Own, Kid",5,I called a taxi to take me there,23
midnights,"You're On Your Own, Kid",5,I searched the party of better bodies,24
midnights,"You're On Your Own, Kid",5,Just to learn that my dreams aren't rare,25
midnights,"You're On Your Own, Kid",5,"You're on your own, kid",26
midnights,"You're On Your Own, Kid",5,You always have been,27
midnights,"You're On Your Own, Kid",5,From sprinkler splashes to fireplace ashes,28
midnights,"You're On Your Own, Kid",5,"I gave my blood, sweat, and tears for this",29
midnights,"You're On Your Own, Kid",5,I hosted parties and starved my body,30
midnights,"You're On Your Own, Kid",5,Like I'd be saved by a perfect kiss,31
midnights,"You're On Your Own, Kid",5,"The jokes weren't funny, I took the money",32
midnights,"You're On Your Own, Kid",5,My friends from home don't know what to say,33
midnights,"You're On Your Own, Kid",5,I looked around in a blood-soaked gown,34
midnights,"You're On Your Own, Kid",5,And I saw something they can't take away,35
midnights,"You're On Your Own, Kid",5,'Cause there were pages turned with the bridges burned,36
midnights,"You're On Your Own, Kid",5,Everything you lose is a step you take,37
midnights,"You're On Your Own, Kid",5,"So, make the friendship bracelets, take the moment and taste it",38
midnights,"You're On Your Own, Kid",5,You've got no reason to be afraid,39
midnights,"You're On Your Own, Kid",5,"You're on your own, kid",40
midnights,"You're On Your Own, Kid",5,"Yeah, you can face this",41
midnights,"You're On Your Own, Kid",5,"You're on your own, kid",42
midnights,"You're On Your Own, Kid",5,You always have been,43
midnights,Midnight Rain,6,(Rain),1
midnights,Midnight Rain,6,"(He wanted it comfortable, I wanted that pain)",2
midnights,Midnight Rain,6,"(He wanted a bride, I was making my own name)",3
midnights,Midnight Rain,6,"(Chasing that fame, he stayed the same)",4
midnights,Midnight Rain,6,(All of me changed like midnight),5
midnights,Midnight Rain,6,My town was a wasteland,6
midnights,Midnight Rain,6,"Full of cages, full of fences",7
midnights,Midnight Rain,6,Pageant queens and big pretenders,8
midnights,Midnight Rain,6,"But for some, it was paradise",9
midnights,Midnight Rain,6,My boy was a montage,10
midnights,Midnight Rain,6,"A slow-motion, love potion",11
midnights,Midnight Rain,6,Jumping off things in the ocean,12
midnights,Midnight Rain,6,I broke his heart 'cause he was nice,13
midnights,Midnight Rain,6,"He was sunshine, I was midnight",14
midnights,Midnight Rain,6,(Rain),15
midnights,Midnight Rain,6,"(He wanted it comfortable, I wanted that pain)",16
midnights,Midnight Rain,6,"(He wanted a bride, I was making my own name)",17
midnights,Midnight Rain,6,"(Chasing that fame, he stayed the same)",18
midnights,Midnight Rain,6,(All of me changed like midnight),19
midnights,Midnight Rain,6,It came like a postcard,20
midnights,Midnight Rain,6,Picture perfect shiny family,21
midnights,Midnight Rain,6,Holiday peppermint candy,22
midnights,Midnight Rain,6,"But for him, it's every day",23
midnights,Midnight Rain,6,So I peered through a window,24
midnights,Midnight Rain,6,"A deep portal, time travel",25
midnights,Midnight Rain,6,All the love we unravel,26
midnights,Midnight Rain,6,And the life I gave away,27
midnights,Midnight Rain,6,"'Cause he was sunshine, I was midnight",28
midnights,Midnight Rain,6,Rain,29
midnights,Midnight Rain,6,"He wanted it comfortable, I wanted that pain",30
midnights,Midnight Rain,6,"He wanted a bride, I was making my own name",31
midnights,Midnight Rain,6,"Chasing that fame, he stayed the same",32
midnights,Midnight Rain,6,All of me changed like midnight,33
midnights,Midnight Rain,6,(Rain),34
midnights,Midnight Rain,6,"(He wanted it comfortable, I wanted that pain)",35
midnights,Midnight Rain,6,"(He wanted a bride, I was making my own name)",36
midnights,Midnight Rain,6,"(Chasing that fame, he stayed the same)",37
midnights,Midnight Rain,6,(All of me changed like midnight),38
midnights,Midnight Rain,6,I guess sometimes we all get,39
midnights,Midnight Rain,6,"Just what we wanted, just what we wanted",40
midnights,Midnight Rain,6,And he never thinks of me,41
midnights,Midnight Rain,6,Except for when I'm on TV,42
midnights,Midnight Rain,6,I guess sometimes we all get,43
midnights,Midnight Rain,6,"Some kind of haunted, some kind of haunted",44
midnights,Midnight Rain,6,And I never think of him,45
midnights,Midnight Rain,6,Except on midnights like this,46
midnights,Midnight Rain,6,"(Midnights like this, midnights like this)",47
midnights,Question...?,7,(I remember),1
midnights,Question...?,7,"Good girl, sad boy, big city, wrong choices",2
midnights,Question...?,7,We had one thing going on,3
midnights,Question...?,7,"I swear that it was something, 'cause I don't remember who I was",4
midnights,Question...?,7,Before you painted all my nights a color I've searched for since,5
midnights,Question...?,7,But one thing after another fucking situation,6
midnights,Question...?,7,"Circumstances, miscommunications",7
