album_name,track_title,track_n,lyric,line
midnights,"Would've, Could've, Should've",17,And if you never saved me from boredom,25
midnights,"Would've, Could've, Should've",17,I could've gone on as I was,26
midnights,"Would've, Could've, Should've",17,"But, Lord, you made me feel important",27
midnights,"Would've, Could've, Should've",17,And then you tried to erase us,28
midnights,"Would've, Could've, Should've",17,"Oh, you're a crisis of my faith",29
midnights,"Would've, Could've, Should've",17,"Would've, could've, should've",30
midnights,"Would've, Could've, Should've",17,If I'd only played it safe,31
midnights,"Would've, Could've, Should've",17,I would've stayed on my knees,32
midnights,"Would've, Could've, Should've",17,And I damn sure never would've danced with the devil,33
midnights,"Would've, Could've, Should've",17,At nineteen,34
midnights,"Would've, Could've, Should've",17,And the God's honest truth is that the pain was heaven,35
midnights,"Would've, Could've, Should've",17,And now that I'm grown,36
midnights,"Would've, Could've, Should've",17,I'm scared of ghosts,37
midnights,"Would've, Could've, Should've",17,Memories feel like weapons,38
midnights,"Would've, Could've, Should've",17,And now that I know,39
midnights,"Would've, Could've, Should've",17,I wish you'd left me wondering,40
midnights,"Would've, Could've, Should've",17,God rest my soul,41
midnights,"Would've, Could've, Should've",17,I miss who I used to be,42
midnights,"Would've, Could've, Should've",17,The tomb won't close,43
midnights,"Would've, Could've, Should've",17,Stained glass windows in my mind,44
midnights,"Would've, Could've, Should've",17,I regret you all the time,45
midnights,"Would've, Could've, Should've",17,I can't let this go,46
midnights,"Would've, Could've, Should've",17,I fight with you in my sleep,47
midnights,"Would've, Could've, Should've",17,The wound won't close,48
midnights,"Would've, Could've, Should've",17,I keep on waiting for a sign,49
midnights,"Would've, Could've, Should've",17,I regret you all the time,50
midnights,"Would've, Could've, Should've",17,"If clarity's in death, then why won't this die?",51
midnights,"Would've, Could've, Should've",17,"Years of tearing down our banners, you and I",52
midnights,"Would've, Could've, Should've",17,Living for the thrill of hitting you where it hurts,53
midnights,"Would've, Could've, Should've",17,"Give me back my girlhood, it was mine first",54
midnights,"Would've, Could've, Should've",17,And I damn sure never would've danced with the devil,55
midnights,"Would've, Could've, Should've",17,At nineteen,56
midnights,"Would've, Could've, Should've",17,And the God's honest truth is that the pain was heaven,57
midnights,"Would've, Could've, Should've",17,And now that I'm grown,58
midnights,"Would've, Could've, Should've",17,I'm scared of ghosts,59
midnights,"Would've, Could've, Should've",17,Memories feel like weapons,60
midnights,"Would've, Could've, Should've",17,And now that I know,61
midnights,"Would've, Could've, Should've",17,I wish you'd left me wondering,62
midnights,"Would've, Could've, Should've",17,God rest my soul,63
midnights,"Would've, Could've, Should've",17,I miss who I used to be,64
midnights,"Would've, Could've, Should've",17,The tomb won't close,65
midnights,"Would've, Could've, Should've",17,Stained glass windows in my mind,66
midnights,"Would've, Could've, Should've",17,I regret you all the time,67
midnights,"Would've, Could've, Should've",17,I can't let this go,68
midnights,"Would've, Could've, Should've",17,I fight with you in my sleep,69
midnights,"Would've, Could've, Should've",17,The wound won't close,70
midnights,"Would've, Could've, Should've",17,I keep on waiting for a sign,71
midnights,"Would've, Could've, Should've",17,I regret you all the time,72
midnights,"Would've, Could've, Should've",17,"Oh, God, rest my soul",73
midnights,"Would've, Could've, Should've",17,I miss who I used to be,74
midnights,"Would've, Could've, Should've",17,The tomb won't close,75
midnights,"Would've, Could've, Should've",17,Stained glass windows in my mind,76
midnights,"Would've, Could've, Should've",17,I regret you all the time,77
midnights,"Would've, Could've, Should've",17,I can't let this go,78
midnights,"Would've, Could've, Should've",17,I fight with you in my sleep,79
midnights,"Would've, Could've, Should've",17,The wound won't close,80
midnights,"Would've, Could've, Should've",17,I keep on waiting for a sign,81
midnights,"Would've, Could've, Should've",17,I regret you all the time,82
midnights,Dear Reader,18,"Dear reader, if it feels like a trap",1
midnights,Dear Reader,18,You're already in one,2
midnights,Dear Reader,18,"Dear reader, get out your map",3
midnights,Dear Reader,18,Pick somewhere and just run,4
midnights,Dear Reader,18,"Dear reader, burn all the files",5
midnights,Dear Reader,18,Desert all your past lives,6
midnights,Dear Reader,18,And if you don't recognize yourself,7
midnights,Dear Reader,18,That means you did it right,8
midnights,Dear Reader,18,Never take advice from someone who's falling apart,9
midnights,Dear Reader,18,Never take advice from someone who's falling apart,10
midnights,Dear Reader,18,"Dear reader, bend when you can",11
midnights,Dear Reader,18,Snap when you have to,12
midnights,Dear Reader,18,"Dear reader, you don't have to answer",13
midnights,Dear Reader,18,Just 'cause they asked you,14
midnights,Dear Reader,18,(You should find another),15
midnights,Dear Reader,18,"Dear reader, the greatest of luxuries",16
midnights,Dear Reader,18,Is your secrets,17
midnights,Dear Reader,18,"Dear reader, when you aim at the devil",18
midnights,Dear Reader,18,Make sure you don't miss,19
midnights,Dear Reader,18,Never take advice from someone who's falling apart,20
midnights,Dear Reader,18,Never take advice from someone who's falling apart,21
midnights,Dear Reader,18,So I wander through these nights,22
midnights,Dear Reader,18,I prefer hiding in plain sight,23
midnights,Dear Reader,18,My fourth drink in my hand,24
midnights,Dear Reader,18,These desperate prayers of a cursed man,25
midnights,Dear Reader,18,Spilling out to you for free,26
midnights,Dear Reader,18,"But, darling, darling, please",27
midnights,Dear Reader,18,You wouldn't take my word for it if you knew who was talking,28
midnights,Dear Reader,18,If you knew where I was walking,29
midnights,Dear Reader,18,"To a house, not a home, all alone 'cause nobody's there",30
midnights,Dear Reader,18,Where I pace in my pen and my friends found friends who care,31
midnights,Dear Reader,18,No one sees when you lose when you're playing solitaire,32
midnights,Dear Reader,18,"(You should find another guiding light, guiding light)",33
midnights,Dear Reader,18,"(Well, I shine so bright)",34
midnights,Dear Reader,18,"(You should find another guiding light, guiding light)",35
midnights,Dear Reader,18,(But I shine so bright),36
midnights,Dear Reader,18,(You should find another),37
midnights,Dear Reader,18,(You should find another) (guiding light),38
midnights,Dear Reader,18,(Find another),39
midnights,Dear Reader,18,(You should find another),40
midnights,Dear Reader,18,(You should find another),41
midnights,You're Losing Me,19,"You say: I don't understand, and I say: I know you don't",1
midnights,You're Losing Me,19,"We thought a cure would come through in time, now, I fear it won't",2
midnights,You're Losing Me,19,"Remember looking at this room, we loved it 'cause of the light",3
midnights,You're Losing Me,19,Now I just sit in the dark and wonder if it's time,4
midnights,You're Losing Me,19,Do I throw out everything we built or keep it?,5
midnights,You're Losing Me,19,"I'm getting tired, even for a phoenix",6
midnights,You're Losing Me,19,Always rising from the ashes,7
midnights,You're Losing Me,19,Mending all her gashes,8
midnights,You're Losing Me,19,You might just have dealt the final blow,9
midnights,You're Losing Me,19,"Stop, you're losing me",10
midnights,You're Losing Me,19,"Stop, you're losing me",11
midnights,You're Losing Me,19,"Stop, you're losing me",12
midnights,You're Losing Me,19,I can't find a pulse,13
midnights,You're Losing Me,19,My heart won't start anymore,14
midnights,You're Losing Me,19,For you,15
midnights,You're Losing Me,19,'Cause you're losing me,16
midnights,You're Losing Me,19,"Every morning, I glared at you with storms in my eyes",17
midnights,You're Losing Me,19,How can you say that you love someone you can't tell is dying?,18
midnights,You're Losing Me,19,I sent you signals and bit my nails down to the quick,19
midnights,You're Losing Me,19,"My face was gray, but you wouldn't admit that we were sick",20
midnights,You're Losing Me,19,And the air is thick with loss and indecision,21
midnights,You're Losing Me,19,I know my pain is such an imposition,22
midnights,You're Losing Me,19,"Now, you're running down the hallway",23
midnights,You're Losing Me,19,And you know what they all say,24
midnights,You're Losing Me,19,You don't know what you got until it's gone,25
midnights,You're Losing Me,19,"Stop, you're losing me",26
midnights,You're Losing Me,19,"Stop, you're losing me",27
midnights,You're Losing Me,19,"Stop, you're losing me",28
midnights,You're Losing Me,19,I can't find a pulse,29
midnights,You're Losing Me,19,My heart won't start anymore,30
midnights,You're Losing Me,19,For you,31
midnights,You're Losing Me,19,'Cause you're losing me,32
midnights,You're Losing Me,19,'Cause you're losing me,33
midnights,You're Losing Me,19,Stop (stop),34
midnights,You're Losing Me,19,'Cause you're losing me,35
midnights,You're Losing Me,19,"My heart won't start anymore (stop, 'cause you're losing me)",36
midnights,You're Losing Me,19,"My heart won't start anymore (stop, 'cause you're losing me)",37
midnights,You're Losing Me,19,How long could we be a sad song?,38
midnights,You're Losing Me,19,Till we were too far gone to bring back to life?,39
midnights,You're Losing Me,19,"I gave you all my best me's, my endless empathy",40
midnights,You're Losing Me,19,And all I did was bleed as I tried to be the bravest soldier,41
midnights,You're Losing Me,19,"Fighting in only your army, frontlines, don't you ignore me",42
midnights,You're Losing Me,19,I'm the best thing at this party (you're losing me),43
midnights,You're Losing Me,19,And I wouldn't marry me either,44
midnights,You're Losing Me,19,A pathological people pleaser,45
midnights,You're Losing Me,19,Who only wanted you to see her,46
midnights,You're Losing Me,19,"And I'm fading, thinking",47
midnights,You're Losing Me,19,"Do something, babe, say something (say something)",48
midnights,You're Losing Me,19,"Lose something, babe, risk something (you're losing me)",49
midnights,You're Losing Me,19,"Choose something, babe, I got nothing (I got nothing)",50
midnights,You're Losing Me,19,"To believe, unless you're choosing me",51
midnights,You're Losing Me,19,You're losing me,52
midnights,You're Losing Me,19,"Stop (stop, stop), you're losing me",53
midnights,You're Losing Me,19,"Stop (stop, stop), you're losing me",54
midnights,You're Losing Me,19,I can't find a pulse,55
midnights,You're Losing Me,19,My heart won't start anymore,56
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"One night, a few Moons ago",1
midnights,Snow On The Beach (feat. More Lana Del Rey),20,I saw flecks of what could've been lights,2
midnights,Snow On The Beach (feat. More Lana Del Rey),20,But it might just have been you,3
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Passing by unbeknownst to me,4
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Life is emotionally abusive,5
midnights,Snow On The Beach (feat. More Lana Del Rey),20,And time can't stop me quite like you did,6
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"And my flight was awful, thanks for asking",7
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"I'm unglued, thanks to you",8
midnights,Snow On The Beach (feat. More Lana Del Rey),20,And it's like snow at the beach,9
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Weird, but fucking beautiful",10
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Flying in a dream,11
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Stars by the pocketful,12
midnights,Snow On The Beach (feat. More Lana Del Rey),20,You wanting me,13
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Tonight feels impossible,14
midnights,Snow On The Beach (feat. More Lana Del Rey),20,But it's coming down,15
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"No sound, it's all around",16
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,17
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,18
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,19
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Like snow, ah",20
midnights,Snow On The Beach (feat. More Lana Del Rey),20,This scene feels like what I once saw on a screen,21
midnights,Snow On The Beach (feat. More Lana Del Rey),20,I searched: Aurora borealis green,22
midnights,Snow On The Beach (feat. More Lana Del Rey),20,I've never seen someone lit from within,23
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Blurring out my periphery,24
midnights,Snow On The Beach (feat. More Lana Del Rey),20,My smile is like I won a contest,25
midnights,Snow On The Beach (feat. More Lana Del Rey),20,And to hide that would be so dishonest,26
midnights,Snow On The Beach (feat. More Lana Del Rey),20,And it's fine to fake it till you make it,27
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Till you do, till it's true",28
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Now it's like snow at the beach,29
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Weird, but fucking beautiful",30
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Flying in a dream,31
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Stars by the pocketful,32
midnights,Snow On The Beach (feat. More Lana Del Rey),20,You wanting me,33
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Tonight feels impossible,34
midnights,Snow On The Beach (feat. More Lana Del Rey),20,But it's coming down,35
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"No sound, it's all around",36
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,37
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,38
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,39
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Like snow, ah",40
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"I (I) can't (can't) speak, afraid to jinx it",41
midnights,Snow On The Beach (feat. More Lana Del Rey),20,I (I) don't (don't) even dare to wish it,42
midnights,Snow On The Beach (feat. More Lana Del Rey),20,But your eyes are flying saucers from another planet,43
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Now I'm all for you like Janet,44
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Can this be a real thing? Can it?,45
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Are we falling like snow at the beach? (Snow at the beach),46
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Weird, but fucking beautiful",47
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Flying in a dream (flying in a dream),48
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Stars by the pocketful,49
midnights,Snow On The Beach (feat. More Lana Del Rey),20,You wanting me (you wanting me),50
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Tonight feels impossible,51
midnights,Snow On The Beach (feat. More Lana Del Rey),20,But it's coming down,52
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"No sound, it's all around",53
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach (snow on the beach),54
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach (snow on the beach),55
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach (snow on the beach),56
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Like snow, ah",57
midnights,Snow On The Beach (feat. More Lana Del Rey),20,It's coming down,58
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"No sound, it's all around",59
midnights,Snow On The Beach (feat. More Lana Del Rey),20,Like snow on the beach,60
midnights,Snow On The Beach (feat. More Lana Del Rey),20,"Like snow, like snow, ah",61
midnights,Karma (Remix) (feat. Ice Spice),21,"Karma is that girl, like (grrah)",1
midnights,Karma (Remix) (feat. Ice Spice),21,You're talkin' shit for the hell of it,2
midnights,Karma (Remix) (feat. Ice Spice),21,"Addicted to betrayal, but you're relevant",3
midnights,Karma (Remix) (feat. Ice Spice),21,You're terrified to look down,4
midnights,Karma (Remix) (feat. Ice Spice),21,"'Cause if you dare, you'll see the glare",5
midnights,Karma (Remix) (feat. Ice Spice),21,Of everyone you burned just to get there,6
midnights,Karma (Remix) (feat. Ice Spice),21,It's coming back around,7
midnights,Karma (Remix) (feat. Ice Spice),21,And I keep my side of the street clean,8
midnights,Karma (Remix) (feat. Ice Spice),21,You wouldn't know what I mean,9
midnights,Karma (Remix) (feat. Ice Spice),21,"'Cause karma is my boyfriend, karma is a god",10
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is the breeze in my hair on the weekend,11
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's a relaxing thought,12
midnights,Karma (Remix) (feat. Ice Spice),21,Aren't you envious that for you it's not?,13
midnights,Karma (Remix) (feat. Ice Spice),21,"Sweet like honey, karma is a cat",14
midnights,Karma (Remix) (feat. Ice Spice),21,Purring in my lap 'cause it loves me,15
midnights,Karma (Remix) (feat. Ice Spice),21,Flexing like a Goddamn acrobat,16
midnights,Karma (Remix) (feat. Ice Spice),21,Me and karma vibe like that,17
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is your chеcks by the bounce (damn),18
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is the fire in ya house (grrah),19
midnights,Karma (Remix) (feat. Ice Spice),21,And she 'bout to pop up unannounced (like),20
midnights,Karma (Remix) (feat. Ice Spice),21,And she never leavin' you alone (damn),21
midnights,Karma (Remix) (feat. Ice Spice),21,Watch it put your opps on the throne (yeah),22
midnights,Karma (Remix) (feat. Ice Spice),21,"Got you wavin' pretty white flags, feenin' for that cash",23
midnights,Karma (Remix) (feat. Ice Spice),21,"Thinkin' it'll save ya, now you switchin' up your behaviour",24
midnights,Karma (Remix) (feat. Ice Spice),21,"It's okay, baby, you ain't gotta worry, karma never gets lazy",25
midnights,Karma (Remix) (feat. Ice Spice),21,"So, I keep my head up, my bread up, I won't let up (never)",26
midnights,Karma (Remix) (feat. Ice Spice),21,"Promise that you'll never endeavor with nothin' lesser (ever, ever)",27
midnights,Karma (Remix) (feat. Ice Spice),21,"I be draggin' that wagon, karma is a beauty",28
midnights,Karma (Remix) (feat. Ice Spice),21,"Winning that pageant, yeah",29
midnights,Karma (Remix) (feat. Ice Spice),21,"'Cause karma is my boyfriend, karma is a god",30
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is the breeze in my hair on the weekend,31
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's a relaxing thought,32
midnights,Karma (Remix) (feat. Ice Spice),21,Aren't you envious that for you it's not?,33
midnights,Karma (Remix) (feat. Ice Spice),21,"Sweet like honey, karma is a cat",34
midnights,Karma (Remix) (feat. Ice Spice),21,Purring in my lap 'cause it loves me,35
midnights,Karma (Remix) (feat. Ice Spice),21,Flexing like a Goddamn acrobat,36
midnights,Karma (Remix) (feat. Ice Spice),21,Me and karma vibe like that (grrah),37
midnights,Karma (Remix) (feat. Ice Spice),21,Ask me what I learned from all those years,38
midnights,Karma (Remix) (feat. Ice Spice),21,Ask me what I earned from all those tears,39
midnights,Karma (Remix) (feat. Ice Spice),21,"Ask me why so many fade, but I'm still here",40
midnights,Karma (Remix) (feat. Ice Spice),21,"(I'm still, I'm still here)",41
midnights,Karma (Remix) (feat. Ice Spice),21,"'Cause karma is the thunder, rattling your ground",42
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's on your scent like a bounty hunter,43
midnights,Karma (Remix) (feat. Ice Spice),21,And karma's gonna track you down,44
midnights,Karma (Remix) (feat. Ice Spice),21,"Step by step, from town to town",45
midnights,Karma (Remix) (feat. Ice Spice),21,"Sweet like justice, karma is a queen",46
midnights,Karma (Remix) (feat. Ice Spice),21,Karma takes all my friends to the summit (facts),47
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is the guy on the screen,48
midnights,Karma (Remix) (feat. Ice Spice),21,Comin' straight home to me,49
midnights,Karma (Remix) (feat. Ice Spice),21,"'Cause karma is my boyfriend (karma is my boyfriend), karma is a god",50
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is the breeze in my hair on the weekend (weekend),51
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's a relaxing thought,52
midnights,Karma (Remix) (feat. Ice Spice),21,Aren't you envious that for you it's not?,53
midnights,Karma (Remix) (feat. Ice Spice),21,"Sweet like honey, karma is a cat",54
midnights,Karma (Remix) (feat. Ice Spice),21,Purring in my lap 'cause it loves me,55
midnights,Karma (Remix) (feat. Ice Spice),21,Flexing like a Goddamn acrobat,56
midnights,Karma (Remix) (feat. Ice Spice),21,Me and karma vibe like that,57
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is my boyfriend,58
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is a god,59
midnights,Karma (Remix) (feat. Ice Spice),21,Karma is my bestie (mm),60
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's a relaxing thought,61
midnights,Karma (Remix) (feat. Ice Spice),21,Karma's gonna hold you down,62
